Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2018-06-25,243.31321716308594,245.66553982328693,241.60733661864373,245.50393614428276,137854200
2018-06-26,243.85195922851562,244.71387304259048,243.12471516667964,243.8878802956947,68547400
2018-06-27,241.83177185058594,245.88997466162047,241.679127902059,244.44447400671342,105110700
2018-06-28,243.21456909179688,243.98669414401405,241.05974288148582,241.778027418174,76650500
2018-06-29,243.5646514892578,245.70150294322943,243.44792856786069,244.31882952011603,97592500
2018-07-02,244.08535766601562,244.2469887552047,241.73303485383371,241.97546778774537,63554800
2018-07-03,243.22349548339844,245.09100762313778,242.79255222018912,244.99223152548586,42187100
2018-07-05,245.20767211914062,245.2705271369858,243.27733259768863,244.36373253559685,56925900
2018-07-06,247.2816619873047,247.6587372431555,244.84851005662122,245.23459982774418,66493700
2018-07-09,249.50831604003906,249.562183942666,248.25135264583236,248.2962334314391,50550400
2018-07-10,250.4061279296875,250.5049040085875,249.66989679514035,249.9661976320958,51966800
2018-07-11,248.5745391845703,249.63400511332827,248.26927862873995,248.8349189585633,77054700
2018-07-12,250.82815551757812,250.8820234247287,249.23899745713766,249.84951867134367,60124700
2018-07-13,251.0255889892578,251.33084948530947,250.19060933243364,250.64851377638078,48216000
2018-07-16,250.8012237548828,251.21422017989468,250.35230625820697,251.07059069273802,48201000
2018-07-17,251.8157196044922,252.2107690961605,249.96618216611003,250.0200500604518,52315500
2018-07-18,252.34547424316406,252.45321004696598,251.44763934515245,251.89655679415824,44593500
2018-07-19,251.39370727539062,252.05809616241604,250.90886888228954,251.67203383075204,61412100
2018-07-20,251.10647583007812,251.82476024019624,250.9448721127073,251.18727768876354,82337700
2018-07-23,251.5733642578125,251.77984876072637,250.5498192616806,250.89998804448834,47047600
2018-07-24,252.83920288085938,253.69215675908566,251.9593424588355,253.00083394181848,68026900
2018-07-25,254.9940643310547,255.31727169959186,252.54296552067572,252.5878462997249,78882900
2018-07-26,254.3925018310547,255.08382474381716,254.1680431373307,254.26681921043556,57919500
2018-07-27,252.6687469482422,254.82354554668606,251.73499084234126,254.72476944522262,76768700
2018-07-30,251.34890747070312,252.91113152981987,250.81916073366506,252.74952781330748,63742500
2018-07-31,252.58782958984375,253.20733773829963,251.73490304613378,252.12096539959433,68570500
2018-08-01,252.16587829589844,253.3061460707818,251.5104764029916,252.79437363952286,53853300
2018-08-02,253.53961181640625,253.71017524048258,250.63959521115945,250.84610710308928,63426400
2018-08-03,254.6259002685547,254.67976815304715,253.4856327807425,253.66521066220926,53935400
2018-08-06,255.55970764160156,255.87392789813984,254.2668233527095,254.66187285207894,39400900
2018-08-07,256.4036560058594,256.7897458025152,256.0983954548309,256.23309259771355,43196600
2018-08-08,256.2958679199219,256.6999044666468,255.82900377238045,256.2330403191054,42114600
2018-08-09,255.94578552246094,256.75383140200915,255.81111577582706,256.3587818787198,35717000
2018-08-10,254.23092651367188,255.0389724212885,253.5126421737658,254.49130629937193,77076000
2018-08-13,253.2792510986328,255.12878894910057,252.98295021399298,254.5092806263979,65732900
2018-08-14,254.89532470703125,255.13775766784457,253.62041448250096,254.01546403369971,43842000
2018-08-15,252.99185180664062,253.67421492265154,251.53736402755595,253.53055808771558,102925400
2018-08-16,255.03890991210938,255.91879773793204,254.41041469370188,254.44633575182957,69967900
2018-08-17,255.9368133544922,256.3857308026548,254.41947018772282,254.83246656810337,65618500
2018-08-20,256.4844970703125,256.7538365690005,255.93680355665282,256.394708104168,39807500
2018-08-21,257.0859680175781,257.9568687160206,256.5203278093463,257.0051661877934,67272000
2018-08-22,256.9333801269531,257.463099336667,256.4036335174973,256.6730003798931,44993300
2018-08-23,256.5921630859375,257.6246674164315,256.2689283756746,256.7537667411999,49204900
2018-08-24,258.136474609375,258.2801314556016,257.12191697022223,257.17578486258947,57487400
2018-08-27,260.174560546875,260.28229633614114,259.1869368123638,259.348540496263,57072400
2018-08-28,260.30023193359375,260.7491492554027,259.83334038307953,260.6413860823879,46943500
2018-08-29,261.7009582519531,261.93437672243164,260.27340387580557,260.5158094642929,61485500
2018-08-30,260.6414489746094,261.5931517345091,260.0399149620903,261.21607643705585,61229500
2018-08-31,260.6505126953125,261.0994302573794,259.73473073260726,260.22852909097946,66140800
2018-09-04,260.2014465332031,260.5605748978091,259.1868890383812,260.2283804755551,57594400
2018-09-05,259.5012512207031,260.04894482335703,258.4777335596328,259.8424329076433,72452400
2018-09-06,258.7200622558594,259.9141704055091,257.678570668325,259.60890988153653,65909900
2018-09-07,258.2173156738281,259.2049395168276,257.4182294827548,257.66066243497727,73524800
2018-09-10,258.6662292480469,259.51019621039103,258.4687044823973,259.24082931191674,50210900
2018-09-11,259.5191650390625,259.9680824858692,257.66066763309004,258.0108089937311,50530500
2018-09-12,259.58203125,260.1925524280419,258.78297240809906,259.5281633460403,59810800
2018-09-13,261.1173095703125,261.30587462543974,260.3721186658814,260.65943240724494,51034200
2018-09-14,261.1622619628906,261.51240338215354,260.3721627402703,261.3238656948581,55079900
2018-09-17,259.779541015625,261.14424016996986,259.5012143946714,261.1083465025699,68244000
2018-09-18,261.18927001953125,261.7908043257647,259.9681997654866,259.99513372845587,61930400
2018-09-19,261.4674072265625,261.8893906070153,261.1172385620481,261.242948564614,49080600
2018-09-20,263.5863342285156,263.9095690113727,261.48540403904946,262.74239470602845,100360600
2018-09-21,263.3455810546875,264.45492715808723,263.1832457782242,264.33767583938027,105479700
2018-09-24,262.4706726074219,262.9035940945936,261.8844436828068,262.75928693220305,53409600
2018-09-25,262.2271423339844,263.0388459542531,261.98363950503597,262.93062247472045,44370000
2018-09-26,261.4425354003906,263.5710042268959,261.0186416901929,262.37149044310746,79739700
2018-09-27,262.1730041503906,263.2733219542798,261.64088708051065,261.92047354902775,59249500
2018-09-28,262.20013427734375,262.70519562311193,261.50568180785723,261.541737958427,70091400
2018-10-01,263.11102294921875,264.19328530805143,262.4345986535327,263.45372147239533,62078900
2018-10-02,262.9576721191406,263.6791803147926,262.57888994974405,262.9576721191406,47258200
2018-10-03,263.1019287109375,264.44574916474295,262.7411746824264,264.02185561220614,64694600
2018-10-04,261.045654296875,262.66906152178694,259.44027514378695,262.6149497825415,111545900
2018-10-05,259.5845947265625,261.7942309150148,258.1415507220737,261.2711415693223,105951700
2018-10-08,259.5845947265625,259.9453488467409,257.49218229624256,258.89011483334957,87742200
2018-10-09,259.205810546875,260.52257560095273,258.6376096778217,259.196810271532,74339000
2018-10-10,250.99859619140625,258.76396446712357,250.61981385041665,258.6917971006016,214731000
2018-10-11,245.46994018554688,251.53970475038054,243.83747715996805,249.89824144813522,274840500
2018-10-12,248.87905883789062,249.9072094631044,245.6502447609577,249.61859515562236,183186500
2018-10-15,247.48110961914062,249.86213647460247,247.3909142036259,248.51828808811885,102263700
2018-10-16,252.89251708984375,253.2713268447059,248.9873058663737,249.46531131668914,118255800
2018-10-17,252.93759155273438,253.5689043534291,250.33109016956354,252.92856375491306,110626000
2018-10-18,249.2848663330078,252.59484761729013,247.99515742956692,251.99056320534243,134557500
2018-10-19,249.1495819091797,251.9003626637363,248.44610183768108,249.94325737933633,139901600
2018-10-22,248.03123474121094,250.15067521789948,247.49008987585103,249.82600481294625,82415800
2018-10-23,246.7686309814453,247.9050327998476,242.2591349068709,244.3696032906979,146352700
2018-10-24,239.29183959960938,246.9038690533902,238.7326666460474,246.51603158102154,177806700
2018-10-25,243.58493041992188,245.1452259867231,240.11264042494273,241.1498190282656,138061500
2018-10-26,239.30087280273438,244.4146527398939,236.5591193935457,239.83301748534177,201574600
2018-10-29,237.9750518798828,243.7381995790272,234.35845568277566,242.4304350472625,160749100
2018-10-30,241.5015106201172,241.8171808079401,237.30768533554445,237.8037463517736,157116000
2018-10-31,244.08094787597656,246.4258909450358,243.62097054613963,244.0989759486814,128296300
2018-11-01,246.67843627929688,246.8768551859727,243.8554876394998,244.95580566310622,99495000
2018-11-02,245.2173614501953,248.22970116517118,243.14297698952024,247.79677968518712,122634100
2018-11-05,246.57020568847656,247.12937872106647,244.73032383626455,245.71339054255586,65622500
2018-11-06,248.13046264648438,248.29279787004947,246.4439158239724,246.50705536328374,60085900
2018-11-07,253.44268798828125,253.5238556086202,249.89820342414765,250.3311249230664,102752100
2018-11-08,252.98275756835938,253.6321261753685,251.82832754743012,252.63100362449566,65584900
2018-11-09,250.51153564453125,251.8463288721932,249.0865194665172,251.65693774303736,98812600
2018-11-12,245.8306427001953,250.24091495826156,245.3075258122694,249.99741211139843,99673600
2018-11-13,245.3706512451172,248.31985120486593,244.64011522275948,246.29960615773098,98176600
2018-11-14,243.69309997558594,247.67045000463207,242.11477686052066,247.26461200359208,125335900
2018-11-15,246.23643493652344,246.70543999338742,240.81604110591843,242.41239229682537,135101400
2018-11-16,246.8768768310547,247.79680410241946,244.604073241903,245.12719018890232,126668000
2018-11-19,242.70106506347656,246.56119229738732,241.77211004645858,246.2635501666643,103061700
2018-11-20,238.2095947265625,240.80706863474163,237.33475146615189,239.32794084444848,136021300
2018-11-21,239.02125549316406,240.94230470606004,239.0122552196152,239.7788473262915,75563700
2018-11-23,237.42494201660156,238.84093023281534,237.26260678161287,237.36180247284707,42807900
2018-11-26,241.25802612304688,241.48350091381607,239.30992062794758,239.70675846160364,79981400
2018-11-27,242.06973266601562,242.06973266601562,239.59853773820032,240.211822570482,75502400
2018-11-28,247.64337158203125,247.64337158203125,242.00650382735844,243.1519329703197,127629600
2018-11-29,247.10227966308594,248.5182400703524,245.70431980215736,246.85874933587252,82346400
2018-11-30,248.6084747314453,249.17667555298496,246.624313279015,246.94898373488024,98204200
2018-12-03,251.90045166015625,252.89254634835908,250.2860718060337,252.78432284124258,103176300
2018-12-04,243.73822021484375,251.49455761172698,243.4225500400603,251.06163615570037,177986000
2018-12-06,243.3684539794922,243.48570526829016,236.69440603075896,239.83302486068888,204185400
2018-12-07,237.71351623535156,244.6130377961463,236.8657290084019,243.02568681398154,161018900
2018-12-10,238.1645050048828,239.14757173366934,233.24914383717353,237.5331646172549,151445900
2018-12-11,238.21859741210938,241.5916910080569,236.73046950353103,241.4022999166531,121504400
2018-12-12,239.41810607910156,242.61083631571222,239.33693847017594,241.23093191642883,97976700
2018-12-13,239.3369598388672,241.24898152766752,238.20958596351076,240.37413829943986,96662700
2018-12-14,234.91769409179688,238.12845315624918,234.358520971686,237.16341437217125,116961100
2018-12-17,230.30899047851562,235.0800314029179,228.65851321787704,233.95265735290988,165492300
2018-12-18,230.05645751953125,232.6449176708636,228.43303615117946,231.9684932475412,134515100
2018-12-19,226.6112060546875,233.95266557590256,224.88858890476513,230.1376355099136,214992800
2018-12-20,222.92236328125,226.93581088267953,220.64957405902464,225.34847367455401,252053400
2018-12-21,218.35482788085938,226.5284014434754,217.70166732990828,223.83411763136542,255345600
2018-12-24,212.58522033691406,218.481797761954,212.52172593184568,216.8488966296466,147311600
2018-12-26,223.32611083984375,223.32611083984375,212.05911120449355,214.06395407971416,218485400
2018-12-27,225.04066467285156,225.24022844769814,216.77638228483937,220.05125192984704,186267300
2018-12-28,224.75035095214844,228.06150093886112,223.57103251775314,226.41046620451016,153100200
2018-12-31,226.71890258789062,226.96384125944505,224.49634887662796,226.39232230656916,144299400
2019-01-02,226.95477294921875,227.88916662174256,223.11746481897222,223.1446786903584,126925200
2019-01-03,221.53897094726562,225.49421447534291,221.0490936529052,225.18576757649484,144140700
2019-01-04,228.9595947265625,229.61275526419664,224.22418774984152,224.6051957564193,142628800
2019-01-07,230.76486206054688,232.1891053008202,228.3245836172014,229.23174950143374,103139100
2019-01-08,232.93295288085938,233.42283016532213,230.42011357716734,232.97832778163556,102512600
2019-01-09,234.02159118652344,234.8743293576913,232.40683697219623,233.6496498408433,95006600
2019-01-10,234.8471221923828,235.1011275473542,231.78089689590215,232.4703518670419,96823900
2019-01-11,234.93785095214844,234.96506482364512,233.16886625133859,233.7585185901058,73858100
2019-01-14,233.50450134277344,234.3209451306262,232.60641594458608,233.01462399625908,70908200
2019-01-15,236.18064880371094,236.49816240722788,233.8764396543242,233.88552017241238,85208300
2019-01-16,236.7521209716797,237.65020618074885,236.40739356652156,236.6160239652745,77636700
2019-01-17,238.54833984375,239.41923904983625,235.8268421148702,235.87221702105543,96118400
2019-01-18,241.72340393066406,242.19514788936405,238.58461785052756,240.38081619468323,127900300
2019-01-22,238.45761108398438,240.45338710345968,236.8247235658724,240.2356761502463,115531200
2019-01-23,238.95655822753906,240.20845152145162,236.46185215719305,239.5008632706973,86030300
2019-01-24,239.08349609375,239.6731759141203,237.74996148025622,238.77506309474785,59204100
2019-01-25,241.10658264160156,241.94118755756298,239.1833951170715,240.9523522376867,96883400
2019-01-28,239.27406311035156,239.33754367688348,237.48694535573497,238.93841618988355,85613700
2019-01-29,238.95655822753906,239.9907128934856,238.11290063712133,239.41922166689923,66136300
2019-01-30,242.7394256591797,243.5921637718769,239.71857556362804,240.48967207206758,92473700
2019-01-31,244.87127685546875,245.36115417735164,242.45821231705227,242.67595095150318,104012100
2019-02-01,244.9892578125,246.02344038356176,244.1909472701738,245.07089943371375,85782500
2019-02-04,246.71286010742188,246.77636837234743,244.35422294662814,245.03459745352004,60744800
2019-02-05,247.7470245361328,248.0554576345695,246.6402809784447,247.14829169169425,79552800
2019-02-06,247.42037963867188,247.96468462962602,246.6765247583531,247.46575453721078,58347800
2019-02-07,245.0618133544922,246.3408929311689,243.38355087629387,245.7875350120612,95482000
2019-02-08,245.3611297607422,245.46090470803657,242.96619881164602,243.80080351089237,75788900
2019-02-11,245.4972381591797,246.2864680842967,244.9620135856464,246.023409898929,68021400
2019-02-12,248.65415954589844,249.03515369118534,247.0575388260186,247.13012759574266,72270200
2019-02-13,249.4615478515625,250.31428603238714,249.07147314966588,249.4978422400782,65277200
2019-02-14,248.90817260742188,250.05121044781836,247.53834330247085,248.36386755559,83234400
2019-02-15,251.62059020996094,251.65688459602973,250.49571340237327,250.7043438321326,97088700
2019-02-19,252.05609130859375,252.71830480379947,250.80419773613542,250.8132782556349,59120800
2019-02-20,252.56407165527344,253.02673514184315,251.51175584699183,252.01976655657504,76610800
2019-02-21,251.66598510742188,252.28285129707368,250.6953109156271,251.91999046107304,64214700
2019-02-22,253.2262725830078,253.42582248021608,251.64778527874543,252.29186523969855,78114600
2019-02-25,253.5709228515625,255.19475705479658,253.48928126831575,254.66861317904065,69030700
2019-02-26,253.38963317871094,254.27863820873955,253.00861124833338,253.21726941074388,56844100
2019-02-27,253.28073120117188,253.6345115074122,251.7204047405714,252.66383734688327,56921600
2019-02-28,252.80899047851562,253.50752595095813,252.48242403776848,253.0629958272656,69268300
2019-03-01,254.38743591308594,254.8047244131787,252.9359651526956,254.4055692619588,78880500
2019-03-04,253.4622039794922,255.70290536427243,251.13986096747448,255.45798048256012,106494600
2019-03-05,253.11746215820312,253.78878386293445,252.56410415440212,253.58920622388098,59114600
2019-03-06,251.5842742919922,253.24440317737083,251.2577078988373,253.23532266050452,75039800
2019-03-07,249.47962951660156,251.27579975133168,248.62689160707384,251.13064992795483,94885100
2019-03-08,248.980712890625,249.15307660404454,247.13011462733536,247.60183086777147,85795800
2019-03-11,252.59127807617188,252.75456129561337,249.67928325810547,249.7064971280124,65098900
2019-03-12,253.5437469482422,254.06991858726823,252.963175263405,253.15367231949983,79667500
2019-03-13,255.22203063964844,256.1654908521052,254.2785704271916,254.44188131639854,80639200
2019-03-14,255.05886840820312,255.67573481932703,254.61436580085166,255.24936557070845,67518400
2019-03-15,256.31890869140625,257.1389487019919,255.42596016948642,255.61732415690125,81309000
2019-03-18,257.24822998046875,257.54892886568575,256.30973468964584,256.5375250787431,62199800
2019-03-19,257.3121032714844,259.09797272828456,256.41006192966114,258.32350739374505,90268100
2019-03-20,256.5375671386719,258.3143435875146,255.41685603669438,257.0933902385485,84609200
2019-03-21,259.4350891113281,259.8450952055131,255.66286620613124,255.7084409764513,79550400
2019-03-22,254.44190979003906,258.58768448498745,254.37812179622165,258.0592229233049,122659300
2019-03-25,254.25062561035156,255.29845623920622,252.97500450537828,254.09571585175087,85575200
2019-03-26,256.14581298828125,257.1116423178471,254.72440273697856,256.02735749959726,68125900
2019-03-27,254.8063507080078,256.72891625524943,253.23915155254167,256.13663893562364,72224700
2019-03-28,255.7721710205078,256.22775183132023,254.27788042039495,255.44416618381692,56238500
2019-03-29,257.3849182128906,257.7129230155888,256.16396510322,257.3029170122161,82186800
2019-04-01,260.43731689453125,260.7380158045335,259.13436243504475,259.4077276083601,77617900
2019-04-02,260.5648498535156,260.80176073665484,259.76302330114436,260.62863783073647,40070400
2019-04-03,260.9749755859375,262.19592906394746,260.36448494370677,261.79501564651713,68243200
2019-04-04,261.6674499511719,261.922574153542,260.6014061723747,261.30299077727926,48997500
2019-04-05,262.9339294433594,262.98859691897246,262.0501015123514,262.3416799199194,58621700
2019-04-08,263.1343994140625,263.2437343708113,261.84053754415413,262.50569560630794,53566300
2019-04-09,261.785888671875,262.4874732318434,261.2300933334164,262.1594683382844,66142300
2019-04-10,262.6788635253906,262.76998527376367,261.78591488166074,262.2050415564323,52601500
2019-04-11,262.60589599609375,263.17993229475786,262.03185969742964,263.1708117800339,55093100
2019-04-12,264.3826904296875,264.6651483409546,262.6514887071459,264.23690121638043,69727800
2019-04-15,264.20953369140625,264.55577955292875,263.3985865097934,264.45553731627695,49596700
2019-04-16,264.3826904296875,265.15718346005985,263.78132035221427,265.10251598087586,52153200
