Date,Close,High,Low,Open,Volume
,SPY,SPY,SPY,SPY,SPY
2018-01-02,239.2740020751953,239.3096199084802,238.0543561775417,238.44607083833583,86655700
2018-01-03,240.7874298095703,240.9387852135431,239.44313517870106,239.44313517870106,90070400
2018-01-04,241.8023223876953,242.2919792928855,240.84976949678526,241.43734148194574,80636400
2018-01-05,243.4137420654297,243.53836374434445,242.10506501035132,242.60360606290976,83524000
2018-01-08,243.85877990722656,244.01901936457395,243.02193762760388,243.3157099660741,57319200
2018-01-09,244.4108123779297,245.0428863304175,244.00127518644885,244.2861635365794,57254000
2018-01-10,244.03700256347656,244.30409569978252,242.96871152363468,243.6452876983297,69574300
2018-01-11,245.81741333007812,245.81741333007812,244.42861653362738,244.59776729959438,62361500
2018-01-12,247.4198760986328,247.5889996866611,245.78178170239525,246.08449254863,90816100
2018-01-16,246.57412719726562,249.3517206893031,245.8708175731765,248.69294015216428,106555100
2018-01-17,248.92428588867188,249.3160004169589,246.57402588738714,247.51769438686838,113258800
2018-01-18,248.50595092773438,249.2359398414684,248.00738281742383,248.80863455897895,100728000
2018-01-19,249.6365966796875,249.6365966796875,248.50598175492303,249.093526591231,140920100
2018-01-22,251.66629028320312,251.66629028320312,249.36941623650662,249.4228565531522,91322400
2018-01-23,252.2005615234375,252.49433396973043,251.38151427120474,251.71090455501638,97084700
2018-01-24,252.10250854492188,253.45571409184106,250.90956961222685,252.85031979369617,134816100
2018-01-25,252.2093505859375,253.07289943338708,251.40812613855238,252.97498437766242,84587300
2018-01-26,255.12937927246094,255.17390834329632,252.79691448334572,253.0550961551875,107743100
2018-01-29,253.43797302246094,254.99592041672838,253.27773352519202,254.55079258979484,90118300
2018-01-30,250.8384552001953,253.49139980340493,250.3577095141209,251.58626672939553,131796400
2018-01-31,250.96307373046875,252.20942626353988,249.87696070126802,251.70200116795036,108364800
2018-02-01,250.67819213867188,251.99578037679365,249.87696742929913,250.2241801988147,90102500
2018-02-02,245.22091674804688,249.47633744424465,245.18529891675732,249.34277736902,173174800
2018-02-05,234.9651641845703,245.57702335121854,234.41321003556783,243.4404152521832,294681800
2018-02-06,239.594482421875,240.10193460983277,230.30912348203518,231.41303167890317,355026800
2018-02-07,238.29473876953125,242.4700127201443,238.21459185381423,239.03363899555023,167376100
2018-02-08,229.3566131591797,238.73991718710803,229.3209953189173,238.59747299451033,246449500
2018-02-09,232.80186462402344,234.68029110269694,225.1634691182985,232.17867476912303,283565300
2018-02-12,236.22042846679688,237.70716734103115,232.94429422911963,234.87613375530242,143736000
2018-02-13,236.8080291748047,237.35998339209482,234.4132390371174,235.00081109152444,81223600
2018-02-14,240.00405883789062,240.36906697758923,235.29459802957084,235.30350928151137,120735700
2018-02-15,243.0664825439453,243.07539379374364,239.27398503831282,241.76671699028205,111200300
2018-02-16,243.1376953125,245.10517976141142,242.38988386429256,242.4344129456227,160420100
2018-02-20,241.61534118652344,243.63623859211526,240.8141166572119,242.17620650757416,86369700
2018-02-21,240.4134979248047,244.5710032544408,240.3155828561697,242.06047610896744,98883700
2018-02-22,240.72515869140625,243.08433108660486,240.04858276974298,241.34834860792685,110511300
2018-02-23,244.5620574951172,244.5620574951172,241.48178136578028,241.96252689713685,92766400
2018-02-26,247.40206909179688,247.50001135252415,245.0518080241863,245.6482641662132,86491400
2018-02-27,244.3128662109375,248.31013279452208,244.25054179125993,247.5890006796563,99099200
2018-02-28,241.8379364013672,245.8797045678221,241.5174574154933,245.42566550272167,121907800
2018-03-01,238.32147216796875,243.19117214642964,236.8080265444778,241.62431335208126,176855100
2018-03-02,239.54995727539062,240.1197338821233,235.7574870145464,236.6299200869954,139083200
2018-03-05,242.31866455078125,242.94185431401868,238.2412788463978,238.34813233575227,97307400
2018-03-06,242.93295288085938,243.38699193152036,241.41950749095267,243.306845019155,79213200
2018-03-07,242.84396362304688,243.20006049115295,240.54711573058043,240.74297308330623,87063500
2018-03-08,244.0190887451172,244.14371041345154,242.52346571442015,243.52943181719252,66901200
2018-03-09,248.26565551757812,248.26565551757812,245.12305331489182,245.44355956265565,113625300
2018-03-12,247.9539337158203,249.19140181002513,247.56221915135546,248.5593280590004,71924800
2018-03-13,246.35154724121094,249.6365927990102,245.73726866253648,249.12914055254927,91968900
2018-03-14,245.08737182617188,247.50886830312572,244.5265335830214,247.32192222207556,105895100
2018-03-15,244.82025146484375,246.25354971438645,244.31279933229087,245.6036806164817,83433000
2018-03-16,245.08580017089844,246.14944965147237,245.03217307753,245.35393563774053,100343700
2018-03-19,241.76971435546875,245.2645589066402,240.09827289126966,244.32605745391425,109208400
2018-03-20,242.1808319091797,242.82438417620182,241.49257222192065,242.1718849696814,59757300
2018-03-21,241.71607971191406,244.25452884767293,241.50157133564895,242.13617680027355,78709600
2018-03-22,235.67385864257812,240.3217127299374,235.39674896275864,239.463651976115,148785900
2018-03-23,230.65052795410156,236.4514455424877,230.4538862175926,236.12073609409896,183534800
2018-03-26,236.96092224121094,237.24695156813448,231.8661578320179,234.29735255635208,141956100
2018-03-27,232.9297637939453,238.44462422454907,231.35663006646865,237.90835343313918,129941400
2018-03-28,232.24156188964844,234.75322468104997,231.12428533434476,233.0638894363462,146452300
2018-03-29,235.20909118652344,237.09506848646947,232.25054459467856,233.39463487239564,111601600
2018-04-02,230.1321563720703,235.191187877331,227.6294541656216,234.67275628147306,186286300
2018-04-03,233.08177185058594,233.56444299284783,229.56906066899788,231.38351682678925,119956900
2018-04-04,235.5754852294922,236.2905311934169,229.3544980561309,229.48856576470988,123715300
2018-04-05,237.4346923828125,238.32851364199684,236.25484177414677,237.35422446549703,82652600
2018-04-06,232.14324951171875,236.9609317274639,230.6058759145315,235.4503989531796,179521200
2018-04-09,233.28733825683594,236.7196084659643,232.3398899464793,233.61804774364322,105442900
2018-04-10,236.99661254882812,237.79212626428713,235.0570364189616,236.2100457713293,103529000
2018-04-11,235.75430297851562,237.43469130249815,235.42359347848375,235.49508717689878,91140200
2018-04-12,237.69387817382812,238.65027345669506,236.9162580516454,237.0950332123296,68890500
2018-04-13,236.99661254882812,239.13285765031924,235.97767087961364,239.01665656583648,85079200
2018-04-16,238.94522094726562,239.7228683417627,237.81902472934848,238.65027193899817,63405300
2018-04-17,241.50155639648438,242.10934827647813,240.2144516639924,240.73285596698503,64682000
2018-04-18,241.6802978515625,242.4936510402636,241.2154934268705,241.94843326791946,57303900
2018-04-19,240.33958435058594,241.22445856858886,239.29380159337222,241.01886988236544,77655900
2018-04-20,238.30166625976562,240.49153919540396,237.4078450251801,240.26808388675755,99953100
2018-04-23,238.26593017578125,239.44578073774375,237.17546719165088,238.88266900238622,65558000
2018-04-24,235.0570831298828,239.52618863809772,233.53757634618762,239.30273336268698,112885500
2018-04-25,235.63809204101562,236.0850026499688,233.1532701463263,234.99453967303268,103840900
2018-04-26,238.03353881835938,238.87373298935213,236.2280296834921,236.67494031583888,67731900
2018-04-27,238.25692749023438,238.95410679059268,237.30947939685652,238.65021091887266,57053600
2018-04-30,236.42465209960938,239.44577209133294,236.35313112902267,238.88266037630945,82182300
2018-05-01,236.84475708007812,236.95201126229088,234.2794672616143,235.8526013400921,74203400
2018-05-02,235.25372314453125,237.47038200296717,234.86043968050132,236.64808187072646,86368900
2018-05-03,234.7353515625,235.39677061302325,231.54440289175142,234.4135889791953,136311500
2018-05-04,237.77430725097656,238.46256703660973,233.42140234485169,233.75211182650264,91222100
2018-05-07,238.5788116455078,239.56199332889662,237.85479124205125,238.55199809554745,55304900
2018-05-08,238.5788116455078,238.94525440254492,236.9967303660563,238.20339466879935,67499200
2018-05-09,240.884765625,241.2154750390486,238.7306536869569,239.25800481709567,59666100
2018-05-10,243.13722229003906,243.4679590323617,241.52835511183915,241.63560928675153,72063900
2018-05-11,243.87913513183594,244.1472705977064,242.74396467937757,243.26239628307383,59871500
2018-05-14,243.9953155517578,244.97849702801432,243.44112350722605,244.31707808349464,54790600
2018-05-15,242.3150177001953,242.77084812341567,241.358622134463,242.7529815129669,87036100
2018-05-16,243.3338623046875,243.79866676234266,242.3238400360223,242.35068085681644,53942600
2018-05-17,243.1282958984375,244.21875877529683,242.3417289345053,243.06572187238464,56536400
2018-05-18,242.52047729492188,243.14616300222673,242.1629542952861,242.77969306249176,64368000
2018-05-21,244.34388732910156,244.88913242351788,243.6288413085388,244.0221248030255,58025900
2018-05-22,243.6645965576172,245.13047649281015,243.33388706125916,244.87126069407293,52966400
2018-05-23,244.33494567871094,244.36178650038894,242.21659383774167,242.37750238152066,64694200
2018-05-24,243.8343963623047,244.2098132435305,242.02888747723478,243.93273087199148,76043800
2018-05-25,243.25340270996094,243.88800804237349,242.74391814521556,243.25340270996094,56374800
2018-05-29,240.45574951171875,242.37748675454355,239.32955344142255,241.60878640196242,115908600
2018-05-30,243.6645965576172,244.1115071802112,241.70715312573435,241.77864682335513,69678400
2018-05-31,242.1719512939453,243.557363432879,241.56415934120423,243.25346745650845,93519900
2018-06-01,244.5494842529297,244.85338018576667,243.41431387855172,243.48583484937112,71258400
2018-06-04,245.71139526367188,245.97061099955135,245.1393639896396,245.38068584750826,45385200
2018-06-05,245.89022827148438,246.27456485766075,245.06790072972012,245.84552084318466,51135000
2018-06-06,247.9459991455078,248.05325332675605,245.88127432470287,246.50696008499594,62732200
2018-06-07,247.91921997070312,248.7326006609444,246.9985850843443,248.43765162162117,72969400
2018-06-08,248.65219116210938,248.70581826688593,247.28464543577564,247.45447369332334,72139700
2018-06-11,248.98289489746094,249.70688807223874,248.7594395403748,248.87564069042202,58892500
2018-06-12,249.30459594726562,249.6710385982985,248.6520967173,249.4029031762609,72329000
2018-06-13,248.50914001464844,249.80519183697757,248.3035512916427,249.54597601705936,79070600
2018-06-14,249.1348114013672,249.67108233939436,248.53593915088973,249.38508026486664,77097600
2018-06-15,248.8169708251953,249.15815244455902,247.21882592376366,248.3411194612787,120041600
2018-06-18,248.30519104003906,248.43090106439396,246.85969015842045,247.3445012244482,52917600
2018-06-19,247.3534393310547,247.57789798743494,245.58470402278866,246.00668739277307,97531500
2018-06-20,247.7755126953125,248.44888890902956,247.43433102973614,248.04485222090003,53785500
2018-06-21,246.22225952148438,247.78451103992273,245.71947411777418,247.76653680423698,71061400
2018-06-22,246.6710662841797,247.61380904274043,246.44660763686576,247.49708616217924,54898500
